URL,Version,Status,OIDs,Name,Title,Description,Used
http://terminology.hl7.org/CodeSystem/v2-0203,5.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v3-ActCode,10.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActCode"
http://terminology.hl7.org/CodeSystem/v3-ActReason,4.0.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/immunization-status-reason"
http://terminology.hl7.org/CodeSystem/v3-Confidentiality,4.0.0,active,"2.16.840.1.113883.5.25",Confidentiality,Confidentiality,"A set of codes specifying the security classification of acts and roles in accordance with the definition for concept domain ""Confidentiality"".","ValueSet/v3-ConfidentialityClassification"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRCBO,1.0.0-release,active,,BRCBO,Classificação Brasileira de Ocupações - CBO (CodeSystem),"Classifica as profissões do mercado de trabalho brasileiro.","ValueSet/BROcupacao-1.0"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRCID10,1.0.0-release,active,,BRCID10,Classificação Internacional de Doenças - Décima Revisão - CID-10 (CodeSystem),"Classifica as doenças e outros problemas em saúde registrados em diversos tipos de documentos clínicos.","ValueSet/BRCID10-1.0"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRCategoriaDiagnostico,1.0.0-release,active,,BRCategoriaDiagnostico,Categoria do Diagnóstico (CodeSystem),"Códigos para representação do tipo de categoria do diagnóstico realizado.","ValueSet/BRCategoriaDiagnostico"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRCondicaoMaternal,1.0.0-release,active,,BRCondicaoMaternal,Condição Maternal (CodeSystem),"Indicação da condição maternal da pessoa vacinada.","ValueSet/BRCondicaoMaternal-1.0"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRDose,1.0.0-release,active,,BRDose,Dose de Vacina,"Define a dose da administração de uma substância.","ValueSet/BRDose-1.0"
http://www.saude.gov.br/fhir/r4/CodeSystem/BREstrategiaVacinacao,1.0.0-release,active,,BREstrategiaVacinacao,Estratégia de Vacinação (CodeSystem),"Classifica a estratégia de vacinação adotada.","ValueSet/BREstrategiaVacinacao-1.0"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRFabricantePNI,1.0.0-release,active,,BRFabricantePNI,Fabricante do Imunobiológico (CodeSystem),"Apresenta o fabricante do imunobiológico.","ValueSet/BRFabricanteImunobiologico-1.0"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRGrupoAtendimento,1.0.0-release,active,,BRGrupoAtendimento,Grupo de Atendimento (CodeSystem),"Domínio que identifica o tipo de grupo de atendimento que o indivíduo apresentou para a vacinação em campanha.","ValueSet/BRGrupoAtendimento-1.0"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRImunobiologico,1.0.0-release,active,,BRImunobiologico,Imunobiológico (CodeSystem),"Classifica os tipos de imunobiológicos.","ValueSet/BRImunobiologico-1.0"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRLocalAplicacao,1.0.0-release,active,,BRLocalAplicacao,Local de Aplicação (CodeSystem),"Define a localização anatômica de aplicação de uma substância","ValueSet/BRLocalAplicacao-1.0"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRPais,1.0.0-release,active,,BRPais,País (CodeSystem),"Códigos para representação de países.","ValueSet/BRPais-1.0"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRRegistroOrigem,1.0.0-release,active,,BRRegistroOrigem,Registro de Origem (CodeSystem),"Códigos para representação da Origem do Registro de Imunobiológico.","ValueSet/BRRegistroOrigem"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRTipoDocumento,1.0.0-release,active,,BRTipoDocumento,Tipo de Documento (CodeSystem),"Classificação dos tipos de documentos compartilhados no Brasil.","ValueSet/BRTipoDocumento-1.0"
http://www.saude.gov.br/fhir/r4/CodeSystem/BRViaAdministracao,1.0.0-release,active,,BRViaAdministracao,Via de Administração,"Classifica a via na qual foi administrada uma substância em um indivíduo.","ValueSet/BRViaAdministracao-1.0"
